start_time, flow_size (#bytes)
0.001088159 1151893
0.002350436 105514
0.003103856 567152
0.003890735 4753190
0.008423047 46688
0.010568120 79744
0.011715834 6828331
0.011816580 5808
0.011844507 2978595
0.013903290 4100364
0.019160668 1991585
0.020006899 1805291
0.020179001 519368
0.020390555 8190636
0.021399349 53383
0.021819478 1742336
0.022652246 145886
0.022678180 341083
0.023972961 335471
0.027907789 854562
0.028516924 58545
0.030152302 4015
0.031654790 765102
0.031977744 8595
0.032495879 42742
0.033650423 58908
0.039740832 6802
0.040061181 12261
0.041508747 25329
0.042367300 24442
0.042604008 7358
0.044064329 9212
0.044363594 43745
0.046715716 6473
0.049203863 6406
0.054329725 65842
0.059473218 238764
0.061311137 2612
0.061765625 8013
0.062245770 7915
0.062769018 53291
0.062859663 939776
0.064002817 26538
0.065015619 6262
0.066188577 7092585
0.066712999 739283
0.066906234 1163272
0.067373360 16638
0.068580818 1340
0.070995027 313
0.072543621 27000
0.074360364 9442038
0.074751426 159126
0.075977290 152431
0.076322411 8767786
0.077132676 3392260
0.078776436 29743
0.081074676 49301
0.083986233 167896
0.086905080 940252
0.088671442 73382
0.092944737 551921
0.093698633 251145
0.093725130 30314
0.095200830 29007
0.096516637 56638
0.096715673 29828
0.097869479 184353
0.099037219 625606
0.100480829 57250
0.103582618 43512
0.104365316 4757700
0.106608833 1038885
0.106753232 6391615
0.108465859 29231337
0.108687175 4043781
0.108929624 324476
0.109110352 3440246
0.111361828 147029
0.112076722 4611
0.113711185 62356
0.115461721 3991469
0.120534163 3674100
0.120550273 41995
0.122340411 14325
0.123346886 3622
0.123651973 1234
0.125810057 22392
0.126389302 7005806
0.128055702 2122
0.128301748 371827
0.129478846 23789
0.133199608 311727
0.134248397 182702
0.136039201 32388
0.136733579 20984
0.137015277 8169456
0.138854702 70875
0.139207470 25435
0.139289206 57942
0.139800106 970747
0.140448751 15920
0.140482916 4483
0.142038215 62391
0.143089794 4900138
0.149433357 21689
0.150920794 26332
0.150949325 1583786
0.151476656 46692
0.152690093 2931453
0.154045727 4179519
0.154482665 1980468
0.154763427 8770832
0.156353693 21550
0.160379532 1308558
0.160780070 21331
0.161778474 1710
0.162096393 55696
0.162737191 64671
0.163181843 177344
0.165908192 7835
0.166904266 8804
0.168629479 49211
0.169768915 16655
0.169982856 70320
0.170583701 7887996
0.172565605 1486636
0.175765641 5561
0.176864078 173387
0.181332929 29214
0.181709644 6686
0.181732294 7109236
0.183247767 1851529
0.183700203 176703
0.183790568 69760
0.188977945 4295157
0.189542250 9397868
0.189902626 8522773
0.193781021 1992025
0.195142068 4228638
0.195616167 3468306
0.196931477 882
0.197514658 9876
0.202994526 68085
0.203935116 515780
0.204563766 9126
0.206924504 17969
0.207903517 22431
0.208044300 3865745
0.212978624 9345332
0.216219535 1740473
0.216773521 5406
0.217488549 23223
0.217682870 3561
0.219450925 761
0.221463796 9796
0.221577089 5973
0.223101419 24536
0.223847469 126917
0.226541030 1270442
0.226971932 8765
0.227049819 30319
0.227465424 62955
0.229037408 965003
0.229493253 45985
0.229766506 1885455
0.229846528 975977
0.231908635 1774075
0.232319254 44762
0.233530310 27282
0.234163880 19410
0.235005995 2974
0.237205104 5130
0.238205309 31362
0.239383424 9245238
0.240801596 2357
0.241571119 75388
0.242621513 851140
0.243066103 8590
0.243747940 9028980
0.244031214 5284568
0.245104282 63133
0.248026671 63523
0.249787636 49805
0.252992291 920200
0.254636701 35544
0.256569695 488488
0.256944956 12107
0.259121010 9226185
0.259958786 184544
0.262624891 63205
0.266773048 158430
0.269123445 5631694
0.271434418 11882
0.272789744 49686
0.272878295 55545
0.273287552 3471149
0.273333863 9213051
0.273934191 41341
0.273956700 17046
0.274658000 7092244
0.274801469 8235823
0.277585591 62499
0.278126428 23274
0.279429585 2204
0.279451090 56645
0.279547484 25194
0.279889229 25319
0.280081295 802
0.280249077 347842
0.285252611 23563334
0.285971827 12590
0.287363984 70839
0.293581995 4353
0.295672436 28839
0.296050214 700036
0.296436389 726872
0.297432263 55558
0.298538340 28705
0.300214769 53428
0.300826121 2859707
0.304367060 3067
0.304729083 39703
0.307035932 20327618
0.311784192 5353453
0.312265146 24674162
0.312657422 7060
0.316779637 23342
0.318379914 3890
0.320173695 4451606
0.320608555 45811
0.321249629 1487882
0.321620913 14370
0.322436546 30893
0.324935231 23774
0.325889485 8041685
0.327263729 4018682
0.331115151 1507648
0.332759347 9854683
0.339848713 61958
0.339949215 29279
0.340175212 54035
0.340367645 232942
0.341027446 4861576
0.345724801 108945
0.346164153 186680
0.349268781 51553
0.350366869 27165
0.351197863 50395
0.351588307 74430
0.352096398 44606
0.353114149 1505950
0.353668878 6725626
0.356379878 3246
0.356779868 60646
0.356930970 39695
0.358773269 844115
0.360104804 1105284
0.360418338 38339
0.361960268 4377042
